binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,duplicate_2,multicollinearity 1,correlated w target 2,corr_feature_class,uniform corr 2,duplicate_1,pd qcut1,correlated w target 1,outliers 1,informative_2,random choice 2,outliers 2,target,pd qcut3,random choice 7,random label num 11,informative_1,uniform corr 1,multicollinearity 3,multicollinearity 4,multicollinearity 2,class,scaling_combined,random label num 3_label num lo 2,random label num 3_label num lo 3,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,random choice 4_North,random choice 4_South,random choice 4_West,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4
,0.5148514851485149,0.21386138613861386,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.17623762376237623,0.0009900990099009901,0.01782178217821782,14051.0,0.6640066001907508,1.280804308819801,1.0273105812540837,6.9750296065764426,0.6670617723782433,0.5210909070320509,0,,0.2826997918241702,0.6640066001907508,0,6.660891812635894,1.4902846231827178,0.28217821782178215,0.14653465346534653,0.06732673267326733,0.5210909070320509,0.9233319742917396,,-0.4052478133441437,0.376915950742577,1,53960.52109995188,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0009900990099009901,0.21386138613861386,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01089108910891089,,1.0453063757400651,-0.812550616036922,4.241851835157121,5.299831492649869,0.920759118549492,1.298410809303382,0,1.4562511417178023,-2.0845688014225336,1.0453063757400651,0,2.251163290657349,2.077177886048961,0.28217821782178215,0.14356435643564355,0.07227722772277227,1.298410809303382,0.4308080426492116,-0.5866612090238923,-0.5524489209564608,-0.8257887341045843,1,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0029702970297029703,0.21386138613861386,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01287128712871287,,-0.2173042557473516,-0.5105835532986562,,,0.254980393675052,-0.6860766332166293,1,,-0.6681256147924405,-0.2173042557473516,0,-1.1483210400446753,-0.0403956981884505,0.1801980198019802,0.14158415841584157,0.07227722772277227,-0.6860766332166293,0.8233512526529281,-1.1062361315913445,-0.6106445415705815,-2.5203484713891813,0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01287128712871287,67949.0,2.7119608896597107,-0.5256285328302419,6.147936217730066,2.3689177967167367,0.626916286860707,2.9251395877620867,0,4.800475360755648,0.8509512753718663,2.7119608896597107,1,1.7168104214426745,5.165736554096395,0.17425742574257425,0.13564356435643565,0.06732673267326733,2.9251395877620867,0.8772838838577642,,0.2712712171340437,-0.4037574707836522,1,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.5148514851485149,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.17623762376237623,0.30495049504950494,0.15346534653465346,,1.646367141258015,0.0548533328512092,,6.231598031260538,0.6898952017217039,1.882030027039841,0,1.212692697884547,0.535251969245061,1.646367141258015,0,4.485721902802829,3.1919319238247565,0.17425742574257425,0.13762376237623763,0.07722772277227723,1.882030027039841,0.8455763157951149,,0.8713388907371596,0.2654092333904098,1,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.0009900990099009901,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.17623762376237623,0.30495049504950494,0.15346534653465346,,1.0474848470309324,-1.588210648962558,-0.8430888191610468,2.779796408583109,0.9760162313912548,1.0198391116840506,0,,1.0294831783108211,1.0474848470309324,0,,2.16415341226954,0.28217821782178215,0.13564356435643565,0.06831683168316832,1.0198391116840506,0.8395843513707166,,-0.9165791051394048,-1.4487643407411308,1,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.0039603960396039604,0.011881188118811881,0.0009900990099009901,0.0009900990099009901,0.100990099009901,0.0009900990099009901,0.30495049504950494,0.020792079207920793,,-0.8983006964065531,-0.1596149598506144,,,0.3993969457496632,-0.3714869425311782,1,,1.7197408626048174,-0.8983006964065531,0,1.2905337583742995,-1.5917313144198164,0.28217821782178215,0.13564356435643565,0.2891089108910891,-0.3714869425311782,,1.4760406606106822,0.6305113539305617,-0.7889934894026431,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01287128712871287,49354.0,1.5115778404585067,-1.1847185050339164,2.8292322356875914,0.4924392897209344,0.9348052039941168,-2.409975872086312,0,,-0.5660537198773242,1.5115778404585067,1,5.16853814807412,4.171443967670781,0.17425742574257425,0.13564356435643565,0.2891089108910891,-2.409975872086312,0.4688919858232341,,-0.2691601593394611,-1.6486196941208535,1,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
,0.0009900990099009901,0.005940594059405941,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.011881188118811881,,0.4724066441252236,0.3548824070065466,0.4345847410986394,1.1043558575890011,0.7477182473095578,0.5508509886724762,0,0.8069169561054644,0.6697427528109252,0.4724066441252236,0,3.333767069744224,1.0711718257205494,0.28217821782178215,0.16534653465346535,0.0801980198019802,0.5508509886724762,0.7878793923332587,,0.6333612670491141,0.622055541640528,0,38661.92577286704,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0029702970297029703,0.011881188118811881,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.30495049504950494,0.016831683168316833,79560.0,1.8961937668539977,-0.8056249874965447,7.649250229396195,,0.6282348830992912,-1.287894198500732,0,,0.8803515192373602,1.8961937668539977,0,5.267473614286349,4.663571335859559,0.17425742574257425,0.13762376237623763,0.07326732673267326,-1.287894198500732,0.9872817574488524,0.2629234454558738,-0.2656506731974943,0.3432085250997274,1,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
,0.0019801980198019802,0.009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01485148514851485,19560.0,-0.4134941414438202,0.5764162133412742,-1.5711696685782874,,0.478347347649049,-2.044462049230024,1,-2.360837929511378,1.5343235574026688,-0.4134941414438202,1,,-0.0591794020160871,0.1801980198019802,0.13564356435643565,0.07920792079207921,-2.044462049230024,0.5466919358157427,-0.0631480120029114,-0.4658470274213236,-0.6951494834321866,1,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,0.5148514851485149,0.0009900990099009901,0.0009900990099009901,0.05148514851485148,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.019801980198019802,81363.0,-1.3398820467032777,-1.5977238170910066,,,0.5074073034037528,-0.8852896287436569,1,-1.369283330982853,0.339959777719871,-1.3398820467032777,1,,-2.385582206089156,0.18118811881188118,0.16534653465346535,0.0801980198019802,-0.8852896287436569,0.3519711499778677,0.2170229302222306,0.8157969923904639,-1.1712385789941149,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5148514851485149,0.21386138613861386,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.019801980198019802,37301.0,0.9747731471654596,0.5621145417146927,1.824306527546588,2.2604486653381994,0.8859479684255569,1.0241831340573713,0,,-0.0385433262581869,0.9747731471654596,0,2.592794579781424,2.0071546527859363,0.28217821782178215,0.1297029702970297,0.07227722772277227,1.0241831340573713,0.826249192557045,0.6851545575231576,0.9987403435212178,1.0653635326320965,1,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0019801980198019802,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.011881188118811881,70173.0,-0.5603828863589755,1.0033584101784412,-1.2757741524520874,2.750452081727265,0.5262828063264493,2.772118783740503,0,,-0.6674952777287128,-0.5603828863589755,1,,-1.796914443713002,0.18118811881188118,0.14158415841584157,0.07920792079207921,2.772118783740503,0.0864803874337057,,1.7207190267618937,0.0554231029136319,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0019801980198019802,0.21386138613861386,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01782178217821782,71983.0,2.96892792686494,0.8653852773077275,,1.1365110894041637,0.9319224043503735,2.894620275821785,0,,-0.0911561320359383,2.96892792686494,0,,5.725060088355324,0.17425742574257425,0.1297029702970297,0.07326732673267326,2.894620275821785,0.8464892366248562,2.103078645970561,1.9800903956270053,0.6457628567134583,1,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.5148514851485149,0.0049504950495049506,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01485148514851485,65635.0,-2.6249741737657706,-0.7664639189531041,,4.345244185762788,0.0641459961459252,-1.5337204517022132,1,,0.8629083423956875,-2.6249741737657706,0,,-4.94606867736609,0.0900990099009901,0.14356435643564355,0.06435643564356436,-1.5337204517022132,0.291249793409759,,-0.1662463185762065,-0.6139577692721333,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5148514851485149,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.100990099009901,0.0009900990099009901,0.0009900990099009901,0.019801980198019802,26192.0,-0.0676079605665087,0.0048579393985765,,,0.7697601496226711,0.0209819169091077,0,,-1.426040774662098,-0.0676079605665087,1,,0.0712690747527347,0.1801980198019802,0.16534653465346535,0.07722772277227723,0.0209819169091077,0.4785255561322084,0.2028016352239141,-0.0994283272826088,-0.043903360434757,1,44208.121203210205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.0029702970297029703,0.005940594059405941,0.0009900990099009901,0.05148514851485148,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01782178217821782,85947.0,-1.2217076521647443,0.5662082385159337,,,0.374320325670289,1.8443231378056928,1,0.3295095314815099,0.3381092806565447,-1.2217076521647443,0,,-2.939031799307607,0.09207920792079208,0.1297029702970297,0.07722772277227723,1.8443231378056928,0.6011632670488093,,-2.581005358171524,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0019801980198019802,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01287128712871287,46833.0,0.961774366183153,-0.0536657326621776,2.867152185572296,7.111860891615812,0.4658167638490361,1.0483525417087796,0,,1.4432093796717744,0.961774366183153,1,6.491093726652598,1.9721758144260035,0.28217821782178215,0.16534653465346535,0.07326732673267326,1.0483525417087796,0.8014072775421224,-1.8967995665529656,-1.2123327884026749,-0.7983618184520389,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.5148514851485149,0.0009900990099009901,0.05247524752475247,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.020792079207920793,7166.0,-0.8989091039422038,-0.7845847539958903,-1.042842441594151,2.445724000130556,0.540195899474152,2.4004610305674445,1,-0.932537633063436,0.13745955861153,-0.8989091039422038,1,0.2492714877508239,-2.41206825144476,0.18118811881188118,0.1297029702970297,0.07326732673267326,2.4004610305674445,0.5618865197623548,1.8901547355577728,1.840678335175737,0.2587558824155113,0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.5148514851485149,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01287128712871287,25360.0,-0.919836526803426,-0.7407176662350138,0.1644675817703413,-0.9193440582134969,0.2150221187896595,-0.9062701513138482,1,0.5969694009331241,2.102690385018709,-0.919836526803426,0,,-1.479837561849778,0.18118811881188118,0.13762376237623763,0.0801980198019802,-0.9062701513138482,0.4561276811977556,1.030794747194633,0.8757507772101849,0.5451272610275103,0,45236.21330064369,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5148514851485149,0.009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.016831683168316833,98739.0,-0.812080630970504,-0.1565679818128112,,-1.9736350834991805,0.8072123996061807,0.6856439278887565,1,,-0.9456619813288908,-0.812080630970504,1,1.5142922735900235,-1.719440301667864,0.18118811881188118,0.14356435643564355,0.2891089108910891,0.6856439278887565,0.5457407531991205,,0.9702823545519392,-1.4048197679515522,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
,0.5148514851485149,0.005940594059405941,0.0009900990099009901,0.0009900990099009901,0.100990099009901,0.0009900990099009901,0.0009900990099009901,0.019801980198019802,53006.0,0.087778431290157,-2.0181681862123093,-0.796303141607919,,0.6882463410647685,-0.0425858895309034,0,,-0.5839991489787295,0.087778431290157,1,5.686424988074291,0.4228182209103068,0.1801980198019802,0.1297029702970297,0.2891089108910891,-0.0425858895309034,0.751119397601856,0.2496737701479521,-0.0833150241374639,,1,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.5148514851485149,0.21386138613861386,0.05247524752475247,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01485148514851485,49412.0,2.995192146813761,-0.9149670064830732,,8.687359173378098,0.9176986090895616,-1.5108282778358584,0,1.4916135628186593,0.6401134741735668,2.995192146813761,1,,7.08299431672875,0.17425742574257425,0.1297029702970297,0.07722772277227723,-1.5108282778358584,0.9871215766028586,0.7781827726940337,0.3427843630175812,-0.40178038828982,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.5148514851485149,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.011881188118811881,38937.0,-0.2932547227154315,-0.9825090380684026,-0.7138175607292038,4.028570880954138,0.4688556607764637,-0.899755982803224,1,,,-0.2932547227154315,0,3.054539425194779,-0.1399105362057817,0.1801980198019802,0.14653465346534653,0.0801980198019802,-0.899755982803224,0.6612110417964868,,0.8145099241706771,,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.5148514851485149,0.009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.019801980198019802,6411.0,-2.760416315820616,-1.3628761973138463,-6.221084964100726,,0.001928229249714,-1.561028039293678,1,,,-2.760416315820616,0,,-5.22805519092952,0.0900990099009901,0.14653465346534653,0.07227722772277227,-1.561028039293678,0.1136838640907667,1.3801394705730947,0.9065103340958102,-0.5259572744121829,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5148514851485149,0.007920792079207921,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.17623762376237623,0.30495049504950494,0.15346534653465346,,0.656203460639147,-0.6627315442996066,,,0.6573383369775263,0.8097918273664589,0,,-0.688373370655251,0.656203460639147,1,4.606801137404843,1.388270723536752,0.28217821782178215,0.16534653465346535,0.2891089108910891,0.8097918273664589,0.8019641345184412,,-1.4526522012636385,-0.0554808462022584,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.5148514851485149,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.00891089108910891,2717.0,-1.2469570718594878,0.3855964503106945,0.787578728074938,3.618266307642658,0.3227241928063571,1.9191488524234053,1,,0.9364922166461548,-1.2469570718594878,1,3.714502878664724,-3.0152134439179354,0.09207920792079208,0.14653465346534653,0.2891089108910891,1.9191488524234053,0.0822764066736541,1.990892474204399,,0.4318472963340601,0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.005940594059405941,0.0029702970297029703,0.0019801980198019802,0.05148514851485148,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.015841584158415842,26115.0,-0.7309448849904976,0.3127764222357002,,0.3065424005894814,0.4760239917988054,0.1302920969727069,1,,-1.7692108457857414,-0.7309448849904976,1,1.5962133810019974,-1.3815935095268763,0.18118811881188118,0.1297029702970297,0.07326732673267326,0.1302920969727069,0.5541861509737629,0.284551221295119,0.1894038607284093,-0.7083742604111256,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.5148514851485149,0.0009900990099009901,0.0009900990099009901,0.05148514851485148,0.0009900990099009901,0.17623762376237623,0.30495049504950494,0.15346534653465346,,0.5587087380473019,-0.5709711005633354,,1.6786732074297028,0.3308078411885038,0.1449691745003258,0,,-0.2988956471532917,0.5587087380473019,1,0.8519744721537736,1.3759183149321608,0.28217821782178215,0.14356435643564355,0.06732673267326733,0.1449691745003258,0.8991371920263797,0.5064336430775052,0.6857182575671343,-0.322188180150748,1,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.5148514851485149,0.005940594059405941,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01782178217821782,,0.1149312581895809,-0.7950510013011085,1.1119144108030947,1.033505385314263,0.5264066425920381,-0.4262455729821934,0,,0.3032535952259046,0.1149312581895809,0,2.2260726831162567,0.5943279948739858,0.1801980198019802,0.14356435643564355,0.06732673267326733,-0.4262455729821934,0.6287200541916007,0.5235654941664146,0.6182060313035929,-0.5203915879793676,1,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.5148514851485149,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.30495049504950494,0.016831683168316833,60457.0,-0.4450183091822124,-0.2714587992488968,,2.7883821860057982,0.2135166970052285,2.329717580598092,1,,0.4261790911171361,-0.4450183091822124,1,,-1.4191389312861908,0.18118811881188118,0.13564356435643565,0.2891089108910891,2.329717580598092,0.5550907275657614,0.2317293379837924,0.0665816385119722,-0.9224340569850964,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0009900990099009901,0.005940594059405941,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.17623762376237623,0.30495049504950494,0.15346534653465346,,1.512194632326083,-1.8886997593382893,0.1882935244979631,,0.8760629322276934,-2.1948657473081274,0,1.0312929945509692,-1.4075826316804432,1.512194632326083,0,3.724108663373791,4.109205757904186,0.17425742574257425,0.1297029702970297,0.2891089108910891,-2.1948657473081274,0.9611568996629404,-1.6546836351705605,-1.821432843364942,-2.0674992889232318,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5148514851485149,0.21386138613861386,0.0009900990099009901,0.0009900990099009901,0.100990099009901,0.17623762376237623,0.30495049504950494,0.15346534653465346,,2.123718114410471,0.6119178541359991,4.114940308209191,1.7063764609186007,0.9084404611739694,-1.6827267296424382,0,,0.6486740857512678,2.123718114410471,0,3.1359992122086084,5.267486574858544,0.28217821782178215,0.1297029702970297,0.2891089108910891,-1.6827267296424382,0.9621153307669772,,0.7685576028383214,-1.15798957311793,1,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
,0.0029702970297029703,0.21386138613861386,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.17623762376237623,0.30495049504950494,0.15346534653465346,,-1.0880569766875945,0.3270152625089463,,0.3023917074303284,0.0781253779998803,-0.1443286617608046,1,-2.6493471238255992,0.895563746072364,-1.0880569766875945,0,,-2.0652215127177107,0.18118811881188118,0.14653465346534653,0.2891089108910891,-0.1443286617608046,0.1997339723574787,-0.3198115042273478,-0.3012804350964664,0.6085475571739443,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
